  0%|                                                   | 0/339684 [00:00<?, ?it/s]C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py:1747: FutureWarning: `encoder_attention_mask` is deprecated and will be removed in version 4.55.0 for `BertSdpaSelfAttention.forward`.
  return forward_call(*args, **kwargs)
                                                                                   
{'loss': 64.5989, 'grad_norm': 7.288284778594971, 'learning_rate': 3.090962614071239e-08, 'epoch': 0.0}
{'loss': 38.046, 'grad_norm': 5.138669967651367, 'learning_rate': 7.27112157786282e-07, 'epoch': 0.01}
{'loss': 43.2264, 'grad_norm': 4.845815658569336, 'learning_rate': 7.587577274065352e-07, 'epoch': 0.01}
{'loss': 33.1852, 'grad_norm': 5.259101867675781, 'learning_rate': 7.904032970267883e-07, 'epoch': 0.01}
{'loss': 74.443, 'grad_norm': 5.0613694190979, 'learning_rate': 8.220488666470415e-07, 'epoch': 0.01}
{'loss': 90.5126, 'grad_norm': 4.793252944946289, 'learning_rate': 8.536944362672947e-07, 'epoch': 0.01}
{'loss': 52.1289, 'grad_norm': 4.210676670074463, 'learning_rate': 8.853400058875479e-07, 'epoch': 0.01}
{'loss': 60.7723, 'grad_norm': 4.902442932128906, 'learning_rate': 9.16985575507801e-07, 'epoch': 0.01}
{'loss': 69.4158, 'grad_norm': 5.053289890289307, 'learning_rate': 9.486311451280541e-07, 'epoch': 0.01}
{'loss': 38.4238, 'grad_norm': 4.6287522315979, 'learning_rate': 9.802767147483074e-07, 'epoch': 0.01}
{'loss': 47.3763, 'grad_norm': 4.255418300628662, 'learning_rate': 1.0119222843685605e-06, 'epoch': 0.01}
{'loss': 83.6018, 'grad_norm': 4.699578285217285, 'learning_rate': 1.0435678539888138e-06, 'epoch': 0.01}
{'loss': 67.7932, 'grad_norm': 4.834665298461914, 'learning_rate': 1.0752134236090669e-06, 'epoch': 0.01}
{'loss': 37.7344, 'grad_norm': 4.557380199432373, 'learning_rate': 1.10685899322932e-06, 'epoch': 0.01}
{'loss': 25.0447, 'grad_norm': 4.831538677215576, 'learning_rate': 1.1385045628495732e-06, 'epoch': 0.01}
{'loss': 43.3267, 'grad_norm': 4.056764602661133, 'learning_rate': 1.1701501324698263e-06, 'epoch': 0.01}
{'loss': 42.8469, 'grad_norm': 4.403553009033203, 'learning_rate': 1.2017957020900796e-06, 'epoch': 0.01}
{'loss': 110.8964, 'grad_norm': 4.491011142730713, 'learning_rate': 1.2334412717103326e-06, 'epoch': 0.01}
{'loss': 50.6375, 'grad_norm': 4.465454578399658, 'learning_rate': 1.265086841330586e-06, 'epoch': 0.02}
{'loss': 27.3945, 'grad_norm': 4.447343349456787, 'learning_rate': 1.296732410950839e-06, 'epoch': 0.02}
{'loss': 53.9471, 'grad_norm': 4.112317085266113, 'learning_rate': 1.328377980571092e-06, 'epoch': 0.02}
{'loss': 97.5551, 'grad_norm': 4.162636756896973, 'learning_rate': 1.3600235501913454e-06, 'epoch': 0.02}
{'loss': 32.3898, 'grad_norm': 4.458279132843018, 'learning_rate': 1.3916691198115984e-06, 'epoch': 0.02}
{'loss': 59.6953, 'grad_norm': 4.374284267425537, 'learning_rate': 1.4233146894318517e-06, 'epoch': 0.02}
{'loss': 43.5999, 'grad_norm': 4.325860500335693, 'learning_rate': 1.4549602590521048e-06, 'epoch': 0.02}
{'loss': 70.3097, 'grad_norm': 4.570002555847168, 'learning_rate': 1.486605828672358e-06, 'epoch': 0.02}
{'loss': 27.2192, 'grad_norm': 4.143499374389648, 'learning_rate': 1.5182513982926114e-06, 'epoch': 0.02}
{'loss': 55.3735, 'grad_norm': 4.430214881896973, 'learning_rate': 1.5498969679128642e-06, 'epoch': 0.02}
{'loss': 46.1572, 'grad_norm': 4.118326187133789, 'learning_rate': 1.5815425375331175e-06, 'epoch': 0.02}
{'loss': 33.5287, 'grad_norm': 4.697925567626953, 'learning_rate': 1.6131881071533706e-06, 'epoch': 0.02}
{'loss': 37.3314, 'grad_norm': 3.9841384887695312, 'learning_rate': 1.6448336767736239e-06, 'epoch': 0.02}
{'loss': 31.2966, 'grad_norm': 4.274988651275635, 'learning_rate': 1.676479246393877e-06, 'epoch': 0.02}
{'loss': 57.2893, 'grad_norm': 4.472743034362793, 'learning_rate': 1.7081248160141302e-06, 'epoch': 0.02}
{'loss': 50.441, 'grad_norm': 4.112051486968994, 'learning_rate': 1.7397703856343835e-06, 'epoch': 0.02}
{'loss': 58.7995, 'grad_norm': 4.107497692108154, 'learning_rate': 1.7714159552546364e-06, 'epoch': 0.02}
{'loss': 177.877, 'grad_norm': 4.325555324554443, 'learning_rate': 1.8030615248748897e-06, 'epoch': 0.02}
{'loss': 37.8214, 'grad_norm': 4.197468280792236, 'learning_rate': 1.8347070944951427e-06, 'epoch': 0.02}
{'loss': 48.0414, 'grad_norm': 4.031947135925293, 'learning_rate': 1.866352664115396e-06, 'epoch': 0.02}
{'loss': 48.1548, 'grad_norm': 4.184898376464844, 'learning_rate': 1.8979982337356489e-06, 'epoch': 0.02}
{'loss': 55.2773, 'grad_norm': 4.101343154907227, 'learning_rate': 1.9296438033559024e-06, 'epoch': 0.02}
{'loss': 42.1263, 'grad_norm': 4.178232669830322, 'learning_rate': 1.9612893729761552e-06, 'epoch': 0.02}
{'loss': 32.5638, 'grad_norm': 4.338911056518555, 'learning_rate': 1.9929349425964085e-06, 'epoch': 0.02}
{'loss': 26.3783, 'grad_norm': 4.095462322235107, 'learning_rate': 2.024580512216662e-06, 'epoch': 0.02}
{'loss': 52.1934, 'grad_norm': 4.180295944213867, 'learning_rate': 2.056226081836915e-06, 'epoch': 0.02}
{'loss': 58.2098, 'grad_norm': 4.356508731842041, 'learning_rate': 2.087871651457168e-06, 'epoch': 0.03}
{'loss': 41.2556, 'grad_norm': 4.030797958374023, 'learning_rate': 2.1195172210774212e-06, 'epoch': 0.03}
{'loss': 33.1404, 'grad_norm': 4.3630170822143555, 'learning_rate': 2.1511627906976745e-06, 'epoch': 0.03}
{'loss': 39.9208, 'grad_norm': 4.057006359100342, 'learning_rate': 2.182808360317928e-06, 'epoch': 0.03}
{'loss': 38.7184, 'grad_norm': 3.6036171913146973, 'learning_rate': 2.214453929938181e-06, 'epoch': 0.03}
{'loss': 46.5897, 'grad_norm': 4.2505879402160645, 'learning_rate': 2.246099499558434e-06, 'epoch': 0.03}
{'loss': 33.9939, 'grad_norm': 3.498324155807495, 'learning_rate': 2.2777450691786872e-06, 'epoch': 0.03}
{'loss': 119.8232, 'grad_norm': 4.020584583282471, 'learning_rate': 2.30939063879894e-06, 'epoch': 0.03}
{'loss': 27.9496, 'grad_norm': 3.97400164604187, 'learning_rate': 2.3410362084191934e-06, 'epoch': 0.03}
{'loss': 59.3113, 'grad_norm': 3.5826587677001953, 'learning_rate': 2.3726817780394467e-06, 'epoch': 0.03}
{'loss': 47.9675, 'grad_norm': 3.9670088291168213, 'learning_rate': 2.4043273476596995e-06, 'epoch': 0.03}
{'loss': 33.3243, 'grad_norm': 4.689005374908447, 'learning_rate': 2.435972917279953e-06, 'epoch': 0.03}
{'loss': 30.7669, 'grad_norm': 4.121392250061035, 'learning_rate': 2.467618486900206e-06, 'epoch': 0.03}
{'loss': 40.4363, 'grad_norm': 3.9484384059906006, 'learning_rate': 2.4992640565204594e-06, 'epoch': 0.03}
{'loss': 38.4203, 'grad_norm': 3.8984322547912598, 'learning_rate': 2.5309096261407127e-06, 'epoch': 0.03}
{'loss': 72.4458, 'grad_norm': 4.266234397888184, 'learning_rate': 2.5625551957609655e-06, 'epoch': 0.03}
{'loss': 61.2443, 'grad_norm': 4.049670696258545, 'learning_rate': 2.594200765381219e-06, 'epoch': 0.03}
{'loss': 45.9183, 'grad_norm': 3.252612829208374, 'learning_rate': 2.625846335001472e-06, 'epoch': 0.03}
{'loss': 44.0745, 'grad_norm': 3.3574445247650146, 'learning_rate': 2.6574919046217254e-06, 'epoch': 0.03}
{'loss': 45.9512, 'grad_norm': 4.318343639373779, 'learning_rate': 2.6891374742419783e-06, 'epoch': 0.03}
{'loss': 36.1471, 'grad_norm': 4.263938903808594, 'learning_rate': 2.7207830438622315e-06, 'epoch': 0.03}
{'loss': 48.0692, 'grad_norm': 4.439804553985596, 'learning_rate': 2.7524286134824844e-06, 'epoch': 0.03}
{'loss': 33.1127, 'grad_norm': 3.669825315475464, 'learning_rate': 2.7840741831027377e-06, 'epoch': 0.03}
{'loss': 132.2507, 'grad_norm': 3.9516515731811523, 'learning_rate': 2.815719752722991e-06, 'epoch': 0.03}
{'loss': 75.3601, 'grad_norm': 3.429532289505005, 'learning_rate': 2.847365322343244e-06, 'epoch': 0.03}
{'loss': 24.1792, 'grad_norm': 3.8954246044158936, 'learning_rate': 2.879010891963497e-06, 'epoch': 0.03}
{'loss': 69.7552, 'grad_norm': 4.130007743835449, 'learning_rate': 2.9106564615837504e-06, 'epoch': 0.03}
{'loss': 41.4557, 'grad_norm': 4.592892646789551, 'learning_rate': 2.9423020312040037e-06, 'epoch': 0.04}
{'loss': 45.8503, 'grad_norm': 4.0074286460876465, 'learning_rate': 2.973947600824257e-06, 'epoch': 0.04}
{'loss': 88.6905, 'grad_norm': 3.810356855392456, 'learning_rate': 3.00559317044451e-06, 'epoch': 0.04}
{'loss': 24.0063, 'grad_norm': 4.2831902503967285, 'learning_rate': 3.037238740064763e-06, 'epoch': 0.04}
{'loss': 45.0852, 'grad_norm': 4.218950271606445, 'learning_rate': 3.0688843096850164e-06, 'epoch': 0.04}
{'loss': 32.1504, 'grad_norm': 4.526453018188477, 'learning_rate': 3.1005298793052697e-06, 'epoch': 0.04}
{'loss': 37.0395, 'grad_norm': 3.462111473083496, 'learning_rate': 3.132175448925523e-06, 'epoch': 0.04}
{'loss': 44.3064, 'grad_norm': 4.300577163696289, 'learning_rate': 3.163821018545776e-06, 'epoch': 0.04}
{'loss': 52.5911, 'grad_norm': 4.1165547370910645, 'learning_rate': 3.1954665881660287e-06, 'epoch': 0.04}
{'loss': 28.2203, 'grad_norm': 3.938946008682251, 'learning_rate': 3.227112157786282e-06, 'epoch': 0.04}
{'loss': 102.7345, 'grad_norm': 4.412801742553711, 'learning_rate': 3.2587577274065353e-06, 'epoch': 0.04}
{'loss': 31.4759, 'grad_norm': 4.184391498565674, 'learning_rate': 3.290403297026788e-06, 'epoch': 0.04}
{'loss': 34.2877, 'grad_norm': 3.7137844562530518, 'learning_rate': 3.3220488666470414e-06, 'epoch': 0.04}
{'loss': 35.8723, 'grad_norm': 4.121285915374756, 'learning_rate': 3.3536944362672947e-06, 'epoch': 0.04}
{'loss': 54.0122, 'grad_norm': 4.170736789703369, 'learning_rate': 3.385340005887548e-06, 'epoch': 0.04}
{'loss': 56.7531, 'grad_norm': 3.6933059692382812, 'learning_rate': 3.4169855755078013e-06, 'epoch': 0.04}
{'loss': 37.2305, 'grad_norm': 3.846951484680176, 'learning_rate': 3.448631145128054e-06, 'epoch': 0.04}
{'loss': 58.5131, 'grad_norm': 3.7017040252685547, 'learning_rate': 3.4802767147483074e-06, 'epoch': 0.04}
{'loss': 34.1369, 'grad_norm': 4.788520812988281, 'learning_rate': 3.5119222843685607e-06, 'epoch': 0.04}
{'loss': 54.945, 'grad_norm': 3.7791543006896973, 'learning_rate': 3.543567853988814e-06, 'epoch': 0.04}
{'loss': 57.7865, 'grad_norm': 3.9905009269714355, 'learning_rate': 3.5752134236090673e-06, 'epoch': 0.04}
{'loss': 37.9559, 'grad_norm': 3.7488582134246826, 'learning_rate': 3.60685899322932e-06, 'epoch': 0.04}
{'loss': 54.9796, 'grad_norm': 4.17488431930542, 'learning_rate': 3.638504562849573e-06, 'epoch': 0.04}
{'loss': 24.399, 'grad_norm': 4.231653690338135, 'learning_rate': 3.6701501324698263e-06, 'epoch': 0.04}
{'loss': 28.715, 'grad_norm': 4.3529052734375, 'learning_rate': 3.7017957020900796e-06, 'epoch': 0.04}
{'loss': 49.3428, 'grad_norm': 3.68646240234375, 'learning_rate': 3.733441271710333e-06, 'epoch': 0.04}
{'loss': 31.1778, 'grad_norm': 4.041488170623779, 'learning_rate': 3.7650868413305857e-06, 'epoch': 0.05}
{'loss': 23.4108, 'grad_norm': 4.067215442657471, 'learning_rate': 3.7967324109508394e-06, 'epoch': 0.05}
{'loss': 48.6127, 'grad_norm': 3.7742574214935303, 'learning_rate': 3.828377980571092e-06, 'epoch': 0.05}
{'loss': 120.0038, 'grad_norm': 4.182201385498047, 'learning_rate': 3.860023550191345e-06, 'epoch': 0.05}
{'loss': 84.2841, 'grad_norm': 4.209344863891602, 'learning_rate': 3.891669119811599e-06, 'epoch': 0.05}
{'loss': 56.6306, 'grad_norm': 4.314409255981445, 'learning_rate': 3.923314689431852e-06, 'epoch': 0.05}
{'loss': 41.9808, 'grad_norm': 4.25056266784668, 'learning_rate': 3.954960259052105e-06, 'epoch': 0.05}
{'loss': 32.3274, 'grad_norm': 4.778041362762451, 'learning_rate': 3.9866058286723574e-06, 'epoch': 0.05}
{'loss': 40.963, 'grad_norm': 4.240201473236084, 'learning_rate': 4.018251398292611e-06, 'epoch': 0.05}
{'loss': 44.045, 'grad_norm': 4.474562168121338, 'learning_rate': 4.049896967912864e-06, 'epoch': 0.05}
{'loss': 36.0431, 'grad_norm': 4.067688941955566, 'learning_rate': 4.081542537533118e-06, 'epoch': 0.05}
{'loss': 36.2591, 'grad_norm': 4.582076549530029, 'learning_rate': 4.113188107153371e-06, 'epoch': 0.05}
{'loss': 90.1686, 'grad_norm': 4.247457504272461, 'learning_rate': 4.144833676773624e-06, 'epoch': 0.05}
{'loss': 48.8635, 'grad_norm': 3.862018585205078, 'learning_rate': 4.176479246393877e-06, 'epoch': 0.05}
{'loss': 41.6671, 'grad_norm': 4.077278137207031, 'learning_rate': 4.208124816014131e-06, 'epoch': 0.05}
{'loss': 53.2173, 'grad_norm': 4.393557071685791, 'learning_rate': 4.239770385634384e-06, 'epoch': 0.05}
{'loss': 36.3646, 'grad_norm': 3.8591980934143066, 'learning_rate': 4.271415955254637e-06, 'epoch': 0.05}
{'loss': 48.2003, 'grad_norm': 4.3036370277404785, 'learning_rate': 4.3030615248748894e-06, 'epoch': 0.05}
{'loss': 68.131, 'grad_norm': 4.393120765686035, 'learning_rate': 4.334707094495142e-06, 'epoch': 0.05}
{'loss': 32.4709, 'grad_norm': 4.120351314544678, 'learning_rate': 4.366352664115396e-06, 'epoch': 0.05}
{'loss': 39.1748, 'grad_norm': 4.814603328704834, 'learning_rate': 4.397998233735649e-06, 'epoch': 0.05}
{'loss': 27.8909, 'grad_norm': 4.406244277954102, 'learning_rate': 4.429643803355903e-06, 'epoch': 0.05}
{'loss': 18.7409, 'grad_norm': 4.27977180480957, 'learning_rate': 4.4612893729761554e-06, 'epoch': 0.05}
{'loss': 95.0813, 'grad_norm': 4.193796634674072, 'learning_rate': 4.492934942596409e-06, 'epoch': 0.05}
{'loss': 37.1238, 'grad_norm': 4.042653560638428, 'learning_rate': 4.524580512216662e-06, 'epoch': 0.05}
{'loss': 50.0011, 'grad_norm': 4.258907318115234, 'learning_rate': 4.556226081836916e-06, 'epoch': 0.05}
{'loss': 41.232, 'grad_norm': 4.375557899475098, 'learning_rate': 4.587871651457168e-06, 'epoch': 0.06}
{'loss': 63.4626, 'grad_norm': 4.935726642608643, 'learning_rate': 4.6195172210774214e-06, 'epoch': 0.06}
{'loss': 52.3555, 'grad_norm': 4.872471332550049, 'learning_rate': 4.651162790697674e-06, 'epoch': 0.06}
{'loss': 20.8124, 'grad_norm': 4.4227824211120605, 'learning_rate': 4.682808360317928e-06, 'epoch': 0.06}
{'loss': 22.0892, 'grad_norm': 5.02084493637085, 'learning_rate': 4.714453929938181e-06, 'epoch': 0.06}
{'loss': 38.2111, 'grad_norm': 4.693675994873047, 'learning_rate': 4.746099499558434e-06, 'epoch': 0.06}
{'loss': 31.3742, 'grad_norm': 4.951414108276367, 'learning_rate': 4.7777450691786874e-06, 'epoch': 0.06}
{'loss': 46.3697, 'grad_norm': 4.132974147796631, 'learning_rate': 4.80939063879894e-06, 'epoch': 0.06}
{'loss': 29.8323, 'grad_norm': 4.196507453918457, 'learning_rate': 4.841036208419194e-06, 'epoch': 0.06}
{'loss': 24.7297, 'grad_norm': 4.000985622406006, 'learning_rate': 4.872681778039446e-06, 'epoch': 0.06}
{'loss': 50.165, 'grad_norm': 3.8139190673828125, 'learning_rate': 4.9043273476597e-06, 'epoch': 0.06}
{'loss': 33.0695, 'grad_norm': 4.083905220031738, 'learning_rate': 4.935972917279953e-06, 'epoch': 0.06}
{'loss': 43.5177, 'grad_norm': 4.786231994628906, 'learning_rate': 4.967618486900206e-06, 'epoch': 0.06}
{'loss': 32.2836, 'grad_norm': 4.920577526092529, 'learning_rate': 4.999264056520459e-06, 'epoch': 0.06}
{'loss': 58.3296, 'grad_norm': 4.457716464996338, 'learning_rate': 5.030909626140713e-06, 'epoch': 0.06}
{'loss': 78.5034, 'grad_norm': 5.275193691253662, 'learning_rate': 5.062555195760966e-06, 'epoch': 0.06}
{'loss': 37.116, 'grad_norm': 5.398526191711426, 'learning_rate': 5.0942007653812195e-06, 'epoch': 0.06}
{'loss': 22.8257, 'grad_norm': 4.736059188842773, 'learning_rate': 5.125846335001472e-06, 'epoch': 0.06}
{'loss': 26.856, 'grad_norm': 4.0220136642456055, 'learning_rate': 5.157491904621725e-06, 'epoch': 0.06}
{'loss': 64.5953, 'grad_norm': 4.388362407684326, 'learning_rate': 5.189137474241978e-06, 'epoch': 0.06}
{'loss': 41.3373, 'grad_norm': 4.500242233276367, 'learning_rate': 5.220783043862231e-06, 'epoch': 0.06}
{'loss': 21.0583, 'grad_norm': 4.049405097961426, 'learning_rate': 5.252428613482485e-06, 'epoch': 0.06}
{'loss': 33.2254, 'grad_norm': 4.091663360595703, 'learning_rate': 5.2840741831027375e-06, 'epoch': 0.06}
{'loss': 22.6368, 'grad_norm': 5.0034499168396, 'learning_rate': 5.315719752722991e-06, 'epoch': 0.06}
{'loss': 35.0601, 'grad_norm': 4.375421047210693, 'learning_rate': 5.347365322343244e-06, 'epoch': 0.06}
{'loss': 37.5838, 'grad_norm': 4.662813186645508, 'learning_rate': 5.379010891963498e-06, 'epoch': 0.06}
{'loss': 71.1754, 'grad_norm': 4.423266410827637, 'learning_rate': 5.410656461583751e-06, 'epoch': 0.06}
{'loss': 28.4009, 'grad_norm': 4.503593921661377, 'learning_rate': 5.442302031204004e-06, 'epoch': 0.07}
{'loss': 62.4386, 'grad_norm': 4.380590915679932, 'learning_rate': 5.473947600824256e-06, 'epoch': 0.07}
{'loss': 119.5885, 'grad_norm': 5.0676350593566895, 'learning_rate': 5.50559317044451e-06, 'epoch': 0.07}
{'loss': 33.0919, 'grad_norm': 4.778882026672363, 'learning_rate': 5.537238740064763e-06, 'epoch': 0.07}
{'loss': 50.2292, 'grad_norm': 4.110621452331543, 'learning_rate': 5.568884309685017e-06, 'epoch': 0.07}
{'loss': 50.9621, 'grad_norm': 4.64103364944458, 'learning_rate': 5.6005298793052695e-06, 'epoch': 0.07}
{'loss': 34.8435, 'grad_norm': 4.320608615875244, 'learning_rate': 5.632175448925522e-06, 'epoch': 0.07}
{'loss': 64.3122, 'grad_norm': 4.957701206207275, 'learning_rate': 5.663821018545776e-06, 'epoch': 0.07}
{'loss': 27.3609, 'grad_norm': 4.628860950469971, 'learning_rate': 5.695466588166029e-06, 'epoch': 0.07}
{'loss': 44.4301, 'grad_norm': 4.61644983291626, 'learning_rate': 5.727112157786283e-06, 'epoch': 0.07}
{'loss': 52.4726, 'grad_norm': 4.808089256286621, 'learning_rate': 5.7587577274065355e-06, 'epoch': 0.07}
{'loss': 61.2606, 'grad_norm': 4.406919002532959, 'learning_rate': 5.790403297026788e-06, 'epoch': 0.07}
{'loss': 61.5057, 'grad_norm': 4.4681596755981445, 'learning_rate': 5.822048866647041e-06, 'epoch': 0.07}
{'loss': 25.1314, 'grad_norm': 4.45733642578125, 'learning_rate': 5.853694436267295e-06, 'epoch': 0.07}
{'loss': 38.027, 'grad_norm': 4.311697483062744, 'learning_rate': 5.885340005887548e-06, 'epoch': 0.07}
{'loss': 61.7275, 'grad_norm': 4.161403656005859, 'learning_rate': 5.9169855755078015e-06, 'epoch': 0.07}
{'loss': 50.2533, 'grad_norm': 4.201949119567871, 'learning_rate': 5.948631145128054e-06, 'epoch': 0.07}
{'loss': 78.0631, 'grad_norm': 5.034019947052002, 'learning_rate': 5.980276714748308e-06, 'epoch': 0.07}
{'loss': 24.9959, 'grad_norm': 4.900725364685059, 'learning_rate': 6.011922284368561e-06, 'epoch': 0.07}
{'loss': 32.5398, 'grad_norm': 4.664860248565674, 'learning_rate': 6.043567853988814e-06, 'epoch': 0.07}
{'loss': 20.733, 'grad_norm': 4.624566555023193, 'learning_rate': 6.075213423609067e-06, 'epoch': 0.07}
{'loss': 26.6785, 'grad_norm': 4.419220447540283, 'learning_rate': 6.1068589932293195e-06, 'epoch': 0.07}
{'loss': 33.5944, 'grad_norm': 4.247189044952393, 'learning_rate': 6.138504562849573e-06, 'epoch': 0.07}
{'loss': 36.1016, 'grad_norm': 5.03935432434082, 'learning_rate': 6.170150132469826e-06, 'epoch': 0.07}
{'loss': 25.5111, 'grad_norm': 5.016741752624512, 'learning_rate': 6.20179570209008e-06, 'epoch': 0.07}
{'loss': 89.1326, 'grad_norm': 4.870045185089111, 'learning_rate': 6.233441271710333e-06, 'epoch': 0.07}
{'loss': 83.6531, 'grad_norm': 4.0403594970703125, 'learning_rate': 6.265086841330586e-06, 'epoch': 0.08}
{'loss': 45.66, 'grad_norm': 5.458450794219971, 'learning_rate': 6.296732410950839e-06, 'epoch': 0.08}
{'loss': 36.5902, 'grad_norm': 4.661388874053955, 'learning_rate': 6.328377980571093e-06, 'epoch': 0.08}
{'loss': 33.9084, 'grad_norm': 4.592744827270508, 'learning_rate': 6.360023550191345e-06, 'epoch': 0.08}
{'loss': 37.8559, 'grad_norm': 4.409424304962158, 'learning_rate': 6.391669119811599e-06, 'epoch': 0.08}
{'loss': 26.5995, 'grad_norm': 4.6034040451049805, 'learning_rate': 6.4233146894318515e-06, 'epoch': 0.08}
{'loss': 21.6078, 'grad_norm': 4.369698524475098, 'learning_rate': 6.454960259052105e-06, 'epoch': 0.08}
{'loss': 23.448, 'grad_norm': 4.456516265869141, 'learning_rate': 6.486605828672358e-06, 'epoch': 0.08}
{'loss': 67.4656, 'grad_norm': 4.082472801208496, 'learning_rate': 6.518251398292611e-06, 'epoch': 0.08}
{'loss': 40.6524, 'grad_norm': 4.028492450714111, 'learning_rate': 6.549896967912865e-06, 'epoch': 0.08}
{'loss': 38.424, 'grad_norm': 3.6936981678009033, 'learning_rate': 6.5815425375331175e-06, 'epoch': 0.08}
{'loss': 36.7859, 'grad_norm': 5.2001800537109375, 'learning_rate': 6.613188107153371e-06, 'epoch': 0.08}
{'loss': 44.4327, 'grad_norm': 4.60240364074707, 'learning_rate': 6.644833676773624e-06, 'epoch': 0.08}
{'loss': 69.3159, 'grad_norm': 4.35851526260376, 'learning_rate': 6.676479246393877e-06, 'epoch': 0.08}
{'loss': 46.2791, 'grad_norm': 4.722916126251221, 'learning_rate': 6.70812481601413e-06, 'epoch': 0.08}
{'loss': 282.0176, 'grad_norm': 4.497915267944336, 'learning_rate': 6.7397703856343835e-06, 'epoch': 0.08}
{'loss': 16.9452, 'grad_norm': 4.310455322265625, 'learning_rate': 6.771415955254636e-06, 'epoch': 0.08}
{'loss': 34.6477, 'grad_norm': 4.562990188598633, 'learning_rate': 6.80306152487489e-06, 'epoch': 0.08}
{'loss': 52.6252, 'grad_norm': 5.350776195526123, 'learning_rate': 6.834707094495143e-06, 'epoch': 0.08}
{'loss': 70.9876, 'grad_norm': 4.73576021194458, 'learning_rate': 6.866352664115397e-06, 'epoch': 0.08}
{'loss': 26.8511, 'grad_norm': 4.492025375366211, 'learning_rate': 6.8979982337356495e-06, 'epoch': 0.08}
{'loss': 27.5254, 'grad_norm': 5.159974575042725, 'learning_rate': 6.929643803355902e-06, 'epoch': 0.08}
{'loss': 20.0503, 'grad_norm': 6.0486063957214355, 'learning_rate': 6.961289372976155e-06, 'epoch': 0.08}
{'loss': 38.6506, 'grad_norm': 5.550628185272217, 'learning_rate': 6.992934942596408e-06, 'epoch': 0.08}
{'loss': 35.1945, 'grad_norm': 4.727368354797363, 'learning_rate': 7.024580512216662e-06, 'epoch': 0.08}
{'loss': 25.9747, 'grad_norm': 5.43837833404541, 'learning_rate': 7.056226081836915e-06, 'epoch': 0.08}
{'loss': 63.3043, 'grad_norm': 4.489466667175293, 'learning_rate': 7.087871651457168e-06, 'epoch': 0.09}
{'loss': 121.1067, 'grad_norm': 4.237640380859375, 'learning_rate': 7.119517221077421e-06, 'epoch': 0.09}
